filename,period,style,multi_motif,motif_subject,artifact_source,cropped_from,source_url
vlhd-ds-hh-006_crop_2.jpg,Co-Dai,line_art,false,Hoa văn hình học trên đồ gốm.,Từ Gốm Phùng Nguyên Đến Trống Đồng – Hà Văn Tấn. Tạp chí khảo cổ học số 13 – 1974.,vlhd-ds-hh-006.jpg,https://hoavandaiviet.vn/product/vlhd-ds-hh-006/
vlhd-ds-hh-006_crop_3.jpg,Co-Dai,line_art,false,Hoa văn hình học trên đồ gốm.,Từ Gốm Phùng Nguyên Đến Trống Đồng – Hà Văn Tấn. Tạp chí khảo cổ học số 13 – 1974.,vlhd-ds-hh-006.jpg,https://hoavandaiviet.vn/product/vlhd-ds-hh-006/
vlhd-ds-hh-006_crop_4.jpg,Co-Dai,line_art,false,Hoa văn hình học trên đồ gốm.,Từ Gốm Phùng Nguyên Đến Trống Đồng – Hà Văn Tấn. Tạp chí khảo cổ học số 13 – 1974.,vlhd-ds-hh-006.jpg,https://hoavandaiviet.vn/product/vlhd-ds-hh-006/
vlhd-ds-hh-008.jpg,Co-Dai,line_art,false,Hoa văn trên trống Hữu Chung.,Đối với file miễn phí không cho sản phẩm vào giỏ hàng mà ấn trực tiếp nút tải xuống,,https://hoavandaiviet.vn/product/vlhd-ds-hh-008/
vlhd-ds-hh-009.jpg,Co-Dai,line_art,true,Hoa văn hình học trên đồ đồng.,Đối với file miễn phí không cho sản phẩm vào giỏ hàng mà ấn trực tiếp nút tải xuống,,https://hoavandaiviet.vn/product/vlhd-ds-hh-009/
vlhd-ds-hh-009_crop_1.jpg,Co-Dai,line_art,false,Hoa văn hình học trên đồ đồng.,Đối với file miễn phí không cho sản phẩm vào giỏ hàng mà ấn trực tiếp nút tải xuống,vlhd-ds-hh-009.jpg,https://hoavandaiviet.vn/product/vlhd-ds-hh-009/
vlhd-ds-hh-009_crop_2.jpg,Co-Dai,line_art,false,Hoa văn hình học trên đồ đồng.,Đối với file miễn phí không cho sản phẩm vào giỏ hàng mà ấn trực tiếp nút tải xuống,vlhd-ds-hh-009.jpg,https://hoavandaiviet.vn/product/vlhd-ds-hh-009/
vlhd-ds-hh-009_crop_3.jpg,Co-Dai,line_art,false,Hoa văn hình học trên đồ đồng.,Đối với file miễn phí không cho sản phẩm vào giỏ hàng mà ấn trực tiếp nút tải xuống,vlhd-ds-hh-009.jpg,https://hoavandaiviet.vn/product/vlhd-ds-hh-009/
vlhd-ds-hh-009_crop_4.jpg,Co-Dai,line_art,false,Hoa văn hình học trên đồ đồng.,Đối với file miễn phí không cho sản phẩm vào giỏ hàng mà ấn trực tiếp nút tải xuống,vlhd-ds-hh-009.jpg,https://hoavandaiviet.vn/product/vlhd-ds-hh-009/
vlhd-ds-hh-009_crop_5.jpg,Co-Dai,line_art,false,Hoa văn hình học trên đồ đồng.,Đối với file miễn phí không cho sản phẩm vào giỏ hàng mà ấn trực tiếp nút tải xuống,vlhd-ds-hh-009.jpg,https://hoavandaiviet.vn/product/vlhd-ds-hh-009/
vlhd-ds-hh-010.jpg,Co-Dai,line_art,true,Hoa văn hình học trên đồ đồng.,Đối với file miễn phí không cho sản phẩm vào giỏ hàng mà ấn trực tiếp nút tải xuống,,https://hoavandaiviet.vn/product/vlhd-ds-hh-010/
vlhd-ds-hh-010_crop_1.jpg,Co-Dai,line_art,false,Hoa văn hình học trên đồ đồng.,Đối với file miễn phí không cho sản phẩm vào giỏ hàng mà ấn trực tiếp nút tải xuống,vlhd-ds-hh-010.jpg,https://hoavandaiviet.vn/product/vlhd-ds-hh-010/
vlhd-ds-hh-010_crop_2.jpg,Co-Dai,line_art,false,Hoa văn hình học trên đồ đồng.,Đối với file miễn phí không cho sản phẩm vào giỏ hàng mà ấn trực tiếp nút tải xuống,vlhd-ds-hh-010.jpg,https://hoavandaiviet.vn/product/vlhd-ds-hh-010/
vlhd-ds-hh-010_crop_3.jpg,Co-Dai,line_art,false,Hoa văn hình học trên đồ đồng.,Đối với file miễn phí không cho sản phẩm vào giỏ hàng mà ấn trực tiếp nút tải xuống,vlhd-ds-hh-010.jpg,https://hoavandaiviet.vn/product/vlhd-ds-hh-010/
vlhd-ds-hh-010_crop_4.jpg,Co-Dai,line_art,false,Hoa văn hình học trên đồ đồng.,Đối với file miễn phí không cho sản phẩm vào giỏ hàng mà ấn trực tiếp nút tải xuống,vlhd-ds-hh-010.jpg,https://hoavandaiviet.vn/product/vlhd-ds-hh-010/
vlhd-ds-hh-010_crop_5.jpg,Co-Dai,line_art,false,Hoa văn hình học trên đồ đồng.,Đối với file miễn phí không cho sản phẩm vào giỏ hàng mà ấn trực tiếp nút tải xuống,vlhd-ds-hh-010.jpg,https://hoavandaiviet.vn/product/vlhd-ds-hh-010/
vlhd-ds-hn-002.jpg,Co-Dai,line_art,true,Trống Sông Đà,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,,https://hoavandaiviet.vn/product/vlhd-ds-hn-002/
vlhd-ds-hn-002_crop_1.jpg,Co-Dai,line_art,false,Trống Sông Đà,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,vlhd-ds-hn-002.jpg,https://hoavandaiviet.vn/product/vlhd-ds-hn-002/
vlhd-ds-hn-002_crop_2.jpg,Co-Dai,line_art,false,Trống Sông Đà,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,vlhd-ds-hn-002.jpg,https://hoavandaiviet.vn/product/vlhd-ds-hn-002/
vlhd-ds-hn-002_crop_3.jpg,Co-Dai,line_art,false,Trống Sông Đà,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,vlhd-ds-hn-002.jpg,https://hoavandaiviet.vn/product/vlhd-ds-hn-002/
vlhd-ds-hn-002_crop_4.jpg,Co-Dai,line_art,false,Trống Sông Đà,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,vlhd-ds-hn-002.jpg,https://hoavandaiviet.vn/product/vlhd-ds-hn-002/
vlhd-ds-hn-002_crop_5.jpg,Co-Dai,line_art,false,Trống Sông Đà,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,vlhd-ds-hn-002.jpg,https://hoavandaiviet.vn/product/vlhd-ds-hn-002/
vlhd-ds-hn-003.jpg,Co-Dai,line_art,true,Trống Ngọc Lũ,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,,https://hoavandaiviet.vn/product/vlhd-ds-hn-003/
vlhd-ds-hn-003_crop_1.jpg,Co-Dai,line_art,false,Trống Ngọc Lũ,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,vlhd-ds-hn-003.jpg,https://hoavandaiviet.vn/product/vlhd-ds-hn-003/
vlhd-ds-hn-003_crop_2.jpg,Co-Dai,line_art,false,Trống Ngọc Lũ,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,vlhd-ds-hn-003.jpg,https://hoavandaiviet.vn/product/vlhd-ds-hn-003/
vlhd-ds-hn-003_crop_3.jpg,Co-Dai,line_art,false,Trống Ngọc Lũ,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,vlhd-ds-hn-003.jpg,https://hoavandaiviet.vn/product/vlhd-ds-hn-003/
vlhd-ds-hn-003_crop_4.jpg,Co-Dai,line_art,false,Trống Ngọc Lũ,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,vlhd-ds-hn-003.jpg,https://hoavandaiviet.vn/product/vlhd-ds-hn-003/
vlhd-ds-hn-004.jpg,Co-Dai,line_art,false,Trống Ngọc Lũ,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,,https://hoavandaiviet.vn/product/vlhd-ds-hn-004/
vlhd-ds-hn-005.jpg,Co-Dai,line_art,false,Trống Khai Hóa,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,,https://hoavandaiviet.vn/product/vlhd-ds-hn-005/
vlhd-ds-hn-006.jpg,Co-Dai,line_art,false,Trống Hoàng Hạ,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,,https://hoavandaiviet.vn/product/vlhd-ds-hn-006/
vlhd-ds-hn-007.jpg,Co-Dai,line_art,false,Trống Hoàng Hạ,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,,https://hoavandaiviet.vn/product/vlhd-ds-hn-007/
vlhd-ds-hn-008.jpg,Co-Dai,line_art,false,Trống Ngọc Lũ,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,,https://hoavandaiviet.vn/product/vlhd-ds-hn-008/
vlhd-ds-hn-009.jpg,Co-Dai,line_art,false,Trống Ngọc Lũ,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,,https://hoavandaiviet.vn/product/vlhd-ds-hn-009/
vlhd-ds-hn-013.jpg,Co-Dai,line_art,true,Trống Miếu Môn,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,,https://hoavandaiviet.vn/product/vlhd-ds-hn-013/
vlhd-ds-hn-013_crop_1.jpg,Co-Dai,line_art,false,Trống Miếu Môn,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,vlhd-ds-hn-013.jpg,https://hoavandaiviet.vn/product/vlhd-ds-hn-013/
vlhd-ds-hn-013_crop_2.jpg,Co-Dai,line_art,false,Trống Miếu Môn,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,vlhd-ds-hn-013.jpg,https://hoavandaiviet.vn/product/vlhd-ds-hn-013/
vlhd-ds-hn-013_crop_3.jpg,Co-Dai,line_art,false,Trống Miếu Môn,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,vlhd-ds-hn-013.jpg,https://hoavandaiviet.vn/product/vlhd-ds-hn-013/
vlhd-ds-hn-013_crop_4.jpg,Co-Dai,line_art,false,Trống Miếu Môn,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,vlhd-ds-hn-013.jpg,https://hoavandaiviet.vn/product/vlhd-ds-hn-013/
vlhd-ds-hn-014.jpg,Co-Dai,line_art,false,Trống Hoàng Hạ,Kho lưu trữ online Viện Viễn Đông Bác Cổ.,,https://hoavandaiviet.vn/product/vlhd-ds-hn-014/
vlhd-ds-hn-015.jpg,Co-Dai,line_art,false,Trống Hoàng Hạ,Kho lưu trữ online Viện Viễn Đông Bác Cổ.,,https://hoavandaiviet.vn/product/vlhd-ds-hn-015/
vlhd-ds-hn-016.jpg,Co-Dai,line_art,false,BST tư nhân,"Bộ sưu tập tư nhân, chia sẻ bởi nhà khảo cổ Nguyễn Việt.",,https://hoavandaiviet.vn/product/vlhd-ds-hn-016/
vlhd-ds-hn-017.jpg,Co-Dai,line_art,false,Trống Hoàng Hạ,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,,https://hoavandaiviet.vn/product/vlhd-ds-hn-017/
vlhd-ds-hn-018.jpg,Co-Dai,line_art,false,Trống Ngọc Lũ,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,,https://hoavandaiviet.vn/product/vlhd-ds-hn-018/
vlhd-ds-hn-019.jpg,Co-Dai,line_art,false,Trống Ngọc Lũ,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,,https://hoavandaiviet.vn/product/vlhd-ds-hn-019/
vlhd-ds-hn-020.jpg,Co-Dai,line_art,false,Trống Hoàng Hạ,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,,https://hoavandaiviet.vn/product/vlhd-ds-hn-020/
vlhd-ds-hn-021.jpg,Co-Dai,line_art,true,Trống Hoàng Hạ,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,,https://hoavandaiviet.vn/product/vlhd-ds-hn-021/
vlhd-ds-hn-021_crop_1.jpg,Co-Dai,line_art,false,Trống Hoàng Hạ,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,vlhd-ds-hn-021.jpg,https://hoavandaiviet.vn/product/vlhd-ds-hn-021/
vlhd-ds-hn-021_crop_2.jpg,Co-Dai,line_art,false,Trống Hoàng Hạ,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,vlhd-ds-hn-021.jpg,https://hoavandaiviet.vn/product/vlhd-ds-hn-021/
vlhd-ds-hn-021_crop_3.jpg,Co-Dai,line_art,false,Trống Hoàng Hạ,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,vlhd-ds-hn-021.jpg,https://hoavandaiviet.vn/product/vlhd-ds-hn-021/
vlhd-ds-hn-021_crop_4.jpg,Co-Dai,line_art,false,Trống Hoàng Hạ,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,vlhd-ds-hn-021.jpg,https://hoavandaiviet.vn/product/vlhd-ds-hn-021/
vlhd-ds-hn-021_crop_5.jpg,Co-Dai,line_art,false,Trống Hoàng Hạ,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,vlhd-ds-hn-021.jpg,https://hoavandaiviet.vn/product/vlhd-ds-hn-021/
vlhd-ds-hn-021_crop_6.jpg,Co-Dai,line_art,false,Trống Hoàng Hạ,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,vlhd-ds-hn-021.jpg,https://hoavandaiviet.vn/product/vlhd-ds-hn-021/
vlhd-ds-hn-022.jpg,Co-Dai,line_art,false,Mức giá cho các hoa văn đã được chúng tôi cân đối hợp lý nhất như một hình thức duy […],,,https://hoavandaiviet.vn/product/vlhd-ds-hn-022/
vlhd-ds-hn-023.jpg,Co-Dai,line_art,false,Trống Khai Hóa,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,,https://hoavandaiviet.vn/product/vlhd-ds-hn-023/
vlhd-ds-hn-024.jpg,Co-Dai,line_art,false,Trống Sông Đà,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,,https://hoavandaiviet.vn/product/vlhd-ds-hn-024/
vlhd-ds-hn-025.jpg,Co-Dai,line_art,true,Trống Sông Đà,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,,https://hoavandaiviet.vn/product/vlhd-ds-hn-025/
vlhd-ds-hn-025_crop_1.jpg,Co-Dai,line_art,false,Trống Sông Đà,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,vlhd-ds-hn-025.jpg,https://hoavandaiviet.vn/product/vlhd-ds-hn-025/
vlhd-ds-hn-025_crop_2.jpg,Co-Dai,line_art,false,Trống Sông Đà,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,vlhd-ds-hn-025.jpg,https://hoavandaiviet.vn/product/vlhd-ds-hn-025/
vlhd-ds-hn-026.jpg,Co-Dai,line_art,false,Trống Sông Đà,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,,https://hoavandaiviet.vn/product/vlhd-ds-hn-026/
vlhd-ds-hn-027.jpg,Co-Dai,line_art,false,Trống Miếu Môn,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,,https://hoavandaiviet.vn/product/vlhd-ds-hn-027/
vlhd-ds-hn-028.jpg,Co-Dai,line_art,false,Trống Miếu Môn,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,,https://hoavandaiviet.vn/product/vlhd-ds-hn-028/
vlhd-ds-hn-029.jpg,Co-Dai,line_art,true,Trống Hoàng Hạ,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,,https://hoavandaiviet.vn/product/vlhd-ds-hn-029/
vlhd-ds-hn-029_crop_1.jpg,Co-Dai,line_art,false,Trống Hoàng Hạ,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,vlhd-ds-hn-029.jpg,https://hoavandaiviet.vn/product/vlhd-ds-hn-029/
vlhd-ds-hn-029_crop_2.jpg,Co-Dai,line_art,false,Trống Hoàng Hạ,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,vlhd-ds-hn-029.jpg,https://hoavandaiviet.vn/product/vlhd-ds-hn-029/
vlhd-ds-hn-029_crop_3.jpg,Co-Dai,line_art,false,Trống Hoàng Hạ,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,vlhd-ds-hn-029.jpg,https://hoavandaiviet.vn/product/vlhd-ds-hn-029/
vlhd-ds-hn-029_crop_4.jpg,Co-Dai,line_art,false,Trống Hoàng Hạ,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,vlhd-ds-hn-029.jpg,https://hoavandaiviet.vn/product/vlhd-ds-hn-029/
vlhd-ds-hn-029_crop_5.jpg,Co-Dai,line_art,false,Trống Hoàng Hạ,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,vlhd-ds-hn-029.jpg,https://hoavandaiviet.vn/product/vlhd-ds-hn-029/
vlhd-ds-hn-030.jpg,Co-Dai,line_art,false,"BST Lê Anh, Hà Nội",Hoa văn hình thần mặt trời trên mảnh giáp đồng.,,https://hoavandaiviet.vn/product/vlhd-ds-hn-030/
vlhd-ds-ht-003.jpg,Co-Dai,line_art,false,Thạp Lào Cai,"Hoa Văn Việt Nam – Nguyễn Du Chi. Trường Đại học Mỹ thuật Hà Nội, 2003.",,https://hoavandaiviet.vn/product/vlhd-ds-ht-003/
vlhd-ds-ht-004.jpg,Co-Dai,line_art,false,Trống Quảng Xương,"Hoa Văn Việt Nam – Nguyễn Du Chi. Trường Đại học Mỹ thuật Hà Nội, 2003.",,https://hoavandaiviet.vn/product/vlhd-ds-ht-004/
vlhd-ds-ht-005.jpg,Co-Dai,line_art,true,Trống Miếu Môn,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,,https://hoavandaiviet.vn/product/vlhd-ds-ht-005/
vlhd-ds-ht-005_crop_1.jpg,Co-Dai,line_art,false,Trống Miếu Môn,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,vlhd-ds-ht-005.jpg,https://hoavandaiviet.vn/product/vlhd-ds-ht-005/
vlhd-ds-ht-005_crop_2.jpg,Co-Dai,line_art,false,Trống Miếu Môn,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,vlhd-ds-ht-005.jpg,https://hoavandaiviet.vn/product/vlhd-ds-ht-005/
vlhd-ds-ht-005_crop_3.jpg,Co-Dai,line_art,false,Trống Miếu Môn,Những Trống Đồng Đông Sơn Phát Hiện Ở Việt Nam – Nguyễn Văn Huyên – 1974,vlhd-ds-ht-005.jpg,https://hoavandaiviet.vn/product/vlhd-ds-ht-005/
